node_num,x,y,z
110059,-4.0,4.0,30.166666666666668
200059,-4.0,4.0,30.166666666666668
210059,-4.0,4.0,30.166666666666668
220059,-4.0,4.0,30.166666666666668
230059,-4.0,4.0,30.166666666666668
100060,-4.0,14.994791666666666,30.166666666666668
110060,-4.0,14.994791666666666,30.166666666666668
200060,-4.0,14.994791666666666,30.166666666666668
210060,-4.0,14.994791666666666,30.166666666666668
220060,-4.0,14.994791666666666,30.166666666666668
300060,-4.0,14.994791666666666,30.166666666666668
310060,-4.0,14.994791666666666,30.166666666666668
100061,-15.328125,-14.994791666666666,30.166666666666668
110061,-15.328125,-14.994791666666666,30.166666666666668
200061,-15.328125,-14.994791666666666,30.166666666666668
210061,-15.328125,-14.994791666666666,30.166666666666668
300061,-15.328125,-14.994791666666666,30.166666666666668
310061,-15.328125,-14.994791666666666,30.166666666666668
320061,-15.328125,-14.994791666666666,30.166666666666668
330061,-15.328125,-14.994791666666666,30.166666666666668
340061,-15.328125,-14.994791666666666,30.166666666666668
350061,-15.328125,-14.994791666666666,30.166666666666668
360061,-15.328125,-14.994791666666666,30.166666666666668
370061,-15.328125,-14.994791666666666,30.166666666666668
100062,-15.328125,-4.0,30.166666666666668
110062,-15.328125,-4.0,30.166666666666668
200062,-15.328125,-4.0,30.166666666666668
210062,-15.328125,-4.0,30.166666666666668
220062,-15.328125,-4.0,30.166666666666668
300062,-15.328125,-4.0,30.166666666666668
310062,-15.328125,-4.0,30.166666666666668
100063,-15.328125,4.0,30.166666666666668
110063,-15.328125,4.0,30.166666666666668
200063,-15.328125,4.0,30.166666666666668
210063,-15.328125,4.0,30.166666666666668
220063,-15.328125,4.0,30.166666666666668
300063,-15.328125,4.0,30.166666666666668
310063,-15.328125,4.0,30.166666666666668
100064,-15.328125,14.994791666666666,30.166666666666668
110064,-15.328125,14.994791666666666,30.166666666666668
200064,-15.328125,14.994791666666666,30.166666666666668
210064,-15.328125,14.994791666666666,30.166666666666668
300064,-15.328125,14.994791666666666,30.166666666666668
310064,-15.328125,14.994791666666666,30.166666666666668
320064,-15.328125,14.994791666666666,30.166666666666668
330064,-15.328125,14.994791666666666,30.166666666666668
340064,-15.328125,14.994791666666666,30.166666666666668
350064,-15.328125,14.994791666666666,30.166666666666668
360064,-15.328125,14.994791666666666,30.166666666666668
370064,-15.328125,14.994791666666666,30.166666666666668
100065,15.328125,-14.994791666666666,42.375
110065,15.328125,-14.994791666666666,42.375
200065,15.328125,-14.994791666666666,42.375
210065,15.328125,-14.994791666666666,42.375
300065,15.328125,-14.994791666666666,42.375
310065,15.328125,-14.994791666666666,42.375
100066,15.328125,-4.0,42.375
110066,15.328125,-4.0,42.375
200066,15.328125,-4.0,42.375
210066,15.328125,-4.0,42.375
220066,15.328125,-4.0,42.375
300066,15.328125,-4.0,42.375
100067,15.328125,4.0,42.375
110067,15.328125,4.0,42.375
200067,15.328125,4.0,42.375
210067,15.328125,4.0,42.375
220067,15.328125,4.0,42.375
300067,15.328125,4.0,42.375
100068,15.328125,14.994791666666666,42.375
110068,15.328125,14.994791666666666,42.375
200068,15.328125,14.994791666666666,42.375
210068,15.328125,14.994791666666666,42.375
300068,15.328125,14.994791666666666,42.375
310068,15.328125,14.994791666666666,42.375
100069,4.0,-14.994791666666666,42.375
110069,4.0,-14.994791666666666,42.375
200069,4.0,-14.994791666666666,42.375
210069,4.0,-14.994791666666666,42.375
220069,4.0,-14.994791666666666,42.375
300069,4.0,-14.994791666666666,42.375
100070,4.0,-4.0,42.375
110070,4.0,-4.0,42.375
200070,4.0,-4.0,42.375
210070,4.0,-4.0,42.375
220070,4.0,-4.0,42.375
230070,4.0,-4.0,42.375
100071,4.0,4.0,42.375
110071,4.0,4.0,42.375
200071,4.0,4.0,42.375
210071,4.0,4.0,42.375
220071,4.0,4.0,42.375
230071,4.0,4.0,42.375
100072,4.0,14.994791666666666,42.375
110072,4.0,14.994791666666666,42.375
200072,4.0,14.994791666666666,42.375
210072,4.0,14.994791666666666,42.375
220072,4.0,14.994791666666666,42.375
300072,4.0,14.994791666666666,42.375
100073,-4.0,-14.994791666666666,42.375
110073,-4.0,-14.994791666666666,42.375
200073,-4.0,-14.994791666666666,42.375
210073,-4.0,-14.994791666666666,42.375
220073,-4.0,-14.994791666666666,42.375
300073,-4.0,-14.994791666666666,42.375
100074,-4.0,-4.0,42.375
110074,-4.0,-4.0,42.375
200074,-4.0,-4.0,42.375
210074,-4.0,-4.0,42.375
220074,-4.0,-4.0,42.375
230074,-4.0,-4.0,42.375
100075,-4.0,4.0,42.375
110075,-4.0,4.0,42.375
200075,-4.0,4.0,42.375
210075,-4.0,4.0,42.375
220075,-4.0,4.0,42.375
230075,-4.0,4.0,42.375
100076,-4.0,14.994791666666666,42.375
110076,-4.0,14.994791666666666,42.375
200076,-4.0,14.994791666666666,42.375
210076,-4.0,14.994791666666666,42.375
220076,-4.0,14.994791666666666,42.375
300076,-4.0,14.994791666666666,42.375
100077,-15.328125,-14.994791666666666,42.375
110077,-15.328125,-14.994791666666666,42.375
200077,-15.328125,-14.994791666666666,42.375
210077,-15.328125,-14.994791666666666,42.375
300077,-15.328125,-14.994791666666666,42.375
310077,-15.328125,-14.994791666666666,42.375
100078,-15.328125,-4.0,42.375
110078,-15.328125,-4.0,42.375
200078,-15.328125,-4.0,42.375
210078,-15.328125,-4.0,42.375
220078,-15.328125,-4.0,42.375
300078,-15.328125,-4.0,42.375
100079,-15.328125,4.0,42.375
110079,-15.328125,4.0,42.375
200079,-15.328125,4.0,42.375
210079,-15.328125,4.0,42.375
220079,-15.328125,4.0,42.375
300079,-15.328125,4.0,42.375
100080,-15.328125,14.994791666666666,42.375
110080,-15.328125,14.994791666666666,42.375
200080,-15.328125,14.994791666666666,42.375
210080,-15.328125,14.994791666666666,42.375
300080,-15.328125,14.994791666666666,42.375
310080,-15.328125,14.994791666666666,42.375
100081,15.328125,-14.994791666666666,55.16666666666666
110081,15.328125,-14.994791666666666,55.16666666666666
200081,15.328125,-14.994791666666666,55.16666666666666
210081,15.328125,-14.994791666666666,55.16666666666666
300081,15.328125,-14.994791666666666,55.16666666666666
310081,15.328125,-14.994791666666666,55.16666666666666
320081,15.328125,-14.994791666666666,55.16666666666666
330081,15.328125,-14.994791666666666,55.16666666666666
340081,15.328125,-14.994791666666666,55.16666666666666
350081,15.328125,-14.994791666666666,55.16666666666666
360081,15.328125,-14.994791666666666,55.16666666666666
370081,15.328125,-14.994791666666666,55.16666666666666
100082,15.328125,-4.0,55.16666666666666
110082,15.328125,-4.0,55.16666666666666
200082,15.328125,-4.0,55.16666666666666
210082,15.328125,-4.0,55.16666666666666
220082,15.328125,-4.0,55.16666666666666
300082,15.328125,-4.0,55.16666666666666
310082,15.328125,-4.0,55.16666666666666
100083,15.328125,4.0,55.16666666666666
110083,15.328125,4.0,55.16666666666666
200083,15.328125,4.0,55.16666666666666
210083,15.328125,4.0,55.16666666666666
220083,15.328125,4.0,55.16666666666666
300083,15.328125,4.0,55.16666666666666
310083,15.328125,4.0,55.16666666666666
100084,15.328125,14.994791666666666,55.16666666666666
110084,15.328125,14.994791666666666,55.16666666666666
200084,15.328125,14.994791666666666,55.16666666666666
210084,15.328125,14.994791666666666,55.16666666666666
300084,15.328125,14.994791666666666,55.16666666666666
310084,15.328125,14.994791666666666,55.16666666666666
320084,15.328125,14.994791666666666,55.16666666666666
330084,15.328125,14.994791666666666,55.16666666666666
340084,15.328125,14.994791666666666,55.16666666666666
350084,15.328125,14.994791666666666,55.16666666666666
360084,15.328125,14.994791666666666,55.16666666666666
370084,15.328125,14.994791666666666,55.16666666666666
100085,4.0,-14.994791666666666,55.16666666666666
110085,4.0,-14.994791666666666,55.16666666666666
200085,4.0,-14.994791666666666,55.16666666666666
210085,4.0,-14.994791666666666,55.16666666666666
220085,4.0,-14.994791666666666,55.16666666666666
300085,4.0,-14.994791666666666,55.16666666666666
310085,4.0,-14.994791666666666,55.16666666666666
100086,4.0,-4.0,55.16666666666666
110086,4.0,-4.0,55.16666666666666
200086,4.0,-4.0,55.16666666666666
210086,4.0,-4.0,55.16666666666666
220086,4.0,-4.0,55.16666666666666
230086,4.0,-4.0,55.16666666666666
100087,4.0,4.0,55.16666666666666
110087,4.0,4.0,55.16666666666666
200087,4.0,4.0,55.16666666666666
210087,4.0,4.0,55.16666666666666
220087,4.0,4.0,55.16666666666666
230087,4.0,4.0,55.16666666666666
100088,4.0,14.994791666666666,55.16666666666666
110088,4.0,14.994791666666666,55.16666666666666
200088,4.0,14.994791666666666,55.16666666666666
210088,4.0,14.994791666666666,55.16666666666666
220088,4.0,14.994791666666666,55.16666666666666
300088,4.0,14.994791666666666,55.16666666666666
310088,4.0,14.994791666666666,55.16666666666666
100089,-4.0,-14.994791666666666,55.16666666666666
110089,-4.0,-14.994791666666666,55.16666666666666
200089,-4.0,-14.994791666666666,55.16666666666666
210089,-4.0,-14.994791666666666,55.16666666666666
220089,-4.0,-14.994791666666666,55.16666666666666
300089,-4.0,-14.994791666666666,55.16666666666666
310089,-4.0,-14.994791666666666,55.16666666666666
100090,-4.0,-4.0,55.16666666666666
110090,-4.0,-4.0,55.16666666666666
200090,-4.0,-4.0,55.16666666666666
210090,-4.0,-4.0,55.16666666666666
220090,-4.0,-4.0,55.16666666666666
230090,-4.0,-4.0,55.16666666666666
100091,-4.0,4.0,55.16666666666666
110091,-4.0,4.0,55.16666666666666
200091,-4.0,4.0,55.16666666666666
210091,-4.0,4.0,55.16666666666666
220091,-4.0,4.0,55.16666666666666
230091,-4.0,4.0,55.16666666666666
100092,-4.0,14.994791666666666,55.16666666666666
110092,-4.0,14.994791666666666,55.16666666666666
200092,-4.0,14.994791666666666,55.16666666666666
210092,-4.0,14.994791666666666,55.16666666666666
220092,-4.0,14.994791666666666,55.16666666666666
300092,-4.0,14.994791666666666,55.16666666666666
310092,-4.0,14.994791666666666,55.16666666666666
100093,-15.328125,-14.994791666666666,55.16666666666666
110093,-15.328125,-14.994791666666666,55.16666666666666
200093,-15.328125,-14.994791666666666,55.16666666666666
210093,-15.328125,-14.994791666666666,55.16666666666666
300093,-15.328125,-14.994791666666666,55.16666666666666
310093,-15.328125,-14.994791666666666,55.16666666666666
320093,-15.328125,-14.994791666666666,55.16666666666666
330093,-15.328125,-14.994791666666666,55.16666666666666
340093,-15.328125,-14.994791666666666,55.16666666666666
350093,-15.328125,-14.994791666666666,55.16666666666666
360093,-15.328125,-14.994791666666666,55.16666666666666
370093,-15.328125,-14.994791666666666,55.16666666666666
100094,-15.328125,-4.0,55.16666666666666
110094,-15.328125,-4.0,55.16666666666666
200094,-15.328125,-4.0,55.16666666666666
210094,-15.328125,-4.0,55.16666666666666
220094,-15.328125,-4.0,55.16666666666666
300094,-15.328125,-4.0,55.16666666666666
310094,-15.328125,-4.0,55.16666666666666
100095,-15.328125,4.0,55.16666666666666
110095,-15.328125,4.0,55.16666666666666
200095,-15.328125,4.0,55.16666666666666
210095,-15.328125,4.0,55.16666666666666
220095,-15.328125,4.0,55.16666666666666
300095,-15.328125,4.0,55.16666666666666
310095,-15.328125,4.0,55.16666666666666
100096,-15.328125,14.994791666666666,55.16666666666666
110096,-15.328125,14.994791666666666,55.16666666666666
200096,-15.328125,14.994791666666666,55.16666666666666
210096,-15.328125,14.994791666666666,55.16666666666666
300096,-15.328125,14.994791666666666,55.16666666666666
310096,-15.328125,14.994791666666666,55.16666666666666
320096,-15.328125,14.994791666666666,55.16666666666666
330096,-15.328125,14.994791666666666,55.16666666666666
340096,-15.328125,14.994791666666666,55.16666666666666
350096,-15.328125,14.994791666666666,55.16666666666666
360096,-15.328125,14.994791666666666,55.16666666666666
370096,-15.328125,14.994791666666666,55.16666666666666
100097,15.328125,-14.994791666666666,67.375
110097,15.328125,-14.994791666666666,67.375
200097,15.328125,-14.994791666666666,67.375
210097,15.328125,-14.994791666666666,67.375
300097,15.328125,-14.994791666666666,67.375
310097,15.328125,-14.994791666666666,67.375
100098,15.328125,-4.0,67.375
110098,15.328125,-4.0,67.375
200098,15.328125,-4.0,67.375
210098,15.328125,-4.0,67.375
220098,15.328125,-4.0,67.375
300098,15.328125,-4.0,67.375
100099,15.328125,4.0,67.375
110099,15.328125,4.0,67.375
200099,15.328125,4.0,67.375
210099,15.328125,4.0,67.375
220099,15.328125,4.0,67.375
300099,15.328125,4.0,67.375
100100,15.328125,14.994791666666666,67.375
110100,15.328125,14.994791666666666,67.375
200100,15.328125,14.994791666666666,67.375
210100,15.328125,14.994791666666666,67.375
300100,15.328125,14.994791666666666,67.375
310100,15.328125,14.994791666666666,67.375
100101,4.0,-14.994791666666666,67.375
110101,4.0,-14.994791666666666,67.375
200101,4.0,-14.994791666666666,67.375
210101,4.0,-14.994791666666666,67.375
220101,4.0,-14.994791666666666,67.375
300101,4.0,-14.994791666666666,67.375
100102,4.0,-4.0,67.375
110102,4.0,-4.0,67.375
200102,4.0,-4.0,67.375
210102,4.0,-4.0,67.375
220102,4.0,-4.0,67.375
230102,4.0,-4.0,67.375
100103,4.0,4.0,67.375
110103,4.0,4.0,67.375
200103,4.0,4.0,67.375
210103,4.0,4.0,67.375
220103,4.0,4.0,67.375
230103,4.0,4.0,67.375
100104,4.0,14.994791666666666,67.375
110104,4.0,14.994791666666666,67.375
200104,4.0,14.994791666666666,67.375
210104,4.0,14.994791666666666,67.375
220104,4.0,14.994791666666666,67.375
300104,4.0,14.994791666666666,67.375
100105,-4.0,-14.994791666666666,67.375
110105,-4.0,-14.994791666666666,67.375
200105,-4.0,-14.994791666666666,67.375
210105,-4.0,-14.994791666666666,67.375
220105,-4.0,-14.994791666666666,67.375
300105,-4.0,-14.994791666666666,67.375
100106,-4.0,-4.0,67.375
110106,-4.0,-4.0,67.375
200106,-4.0,-4.0,67.375
210106,-4.0,-4.0,67.375
