501 0 0 40.00000
502 0 0 39.50000
503 0 0 39.00000
504 0 0 38.50000
505 0 0 38.00000
506 0 0 37.50000
507 0 0 37.00000
508 0 0 36.50000
509 0 0 36.00000
510 0 0 35.50000
511 0 0 35.00000
512 0 0 34.50000
513 0 0 34.00000
514 0 0 33.50000
515 0 0 33.00000
516 0 0 32.50000
517 0 0 32.00000
518 0 0 31.50000
519 0 0 31.00000
520 0 0 30.50000
521 0 0 30.00000
522 0 0 29.50000
523 0 0 29.00000
524 0 0 28.50000
525 0 0 28.00000
526 0 0 27.50000
527 0 0 27.00000
528 0 0 26.50000
529 0 0 26.00000
530 0 0 25.50000
531 0 0 25.00000
532 0 0 24.50000
533 0 0 24.00000
534 0 0 23.50000
535 0 0 23.00000
536 0 0 22.50000
537 0 0 22.00000
538 0 0 21.50000
539 0 0 21.00000
540 0 0 20.50000
541 0 0 20.00000
542 0 0 19.50000
543 0 0 19.00000
544 0 0 18.50000
545 0 0 18.00000
546 0 0 17.50000
547 0 0 17.00000
548 0 0 16.50000
549 0 0 16.00000
550 0 0 15.50000
551 0 0 15.00000
552 0 0 14.50000
553 0 0 14.00000
554 0 0 13.50000
555 0 0 13.00000
556 0 0 12.50000
557 0 0 12.00000
558 0 0 11.50000
559 0 0 11.00000
560 0 0 10.50000
561 0 0 10.00000
562 0 0 9.50000
563 0 0 9.00000
564 0 0 8.50000
565 0 0 8.00000
566 0 0 7.50000
567 0 0 7.00000
568 0 0 6.50000
569 0 0 6.00000
570 0 0 5.50000
571 0 0 5.00000
572 0 0 4.50000
573 0 0 4.00000
574 0 0 3.50000
575 0 0 3.00000
576 0 0 2.50000
577 0 0 2.00000
578 0 0 1.50000
579 0 0 1.00000
580 0 0 0.50000
581 0 0 0.00000
