1    0.0      0.0  0.0
2  0.0      0.0  2.0
3  2.0  0.0  2.0
4  2.0  0.0  0.0
5    0.0      0.5  0.0
6  0.0      0.5  2.0
7  2.0  0.5  2.0
8  2.0  0.5  0.0
9    0.0      1.0  0.0
10  0.0      1.0  2.0
11  2.0  1.0  2.0
12  2.0  1.0  0.0
13    0.0      1.5  0.0
14  0.0      1.5  2.0
15  2.0  1.5  2.0
16  2.0  1.5  0.0
17    0.0      2.0  0.0
18  0.0      2.0  2.0
19  2.0  2.0  2.0
20  2.0  2.0  0.0
21    0.0      2.5  0.0
22  0.0      2.5  2.0
23  2.0  2.5  2.0
24  2.0  2.5  0.0
25    0.0      3.0  0.0
26  0.0      3.0  2.0
27  2.0  3.0  2.0
28  2.0  3.0  0.0
29    0.0      3.5  0.0
30  0.0      3.5  2.0
31  2.0  3.5  2.0
32  2.0  3.5  0.0
33    0.0      4.0  0.0
34  0.0      4.0  2.0
35  2.0  4.0  2.0
36  2.0  4.0  0.0
37    0.0      4.5  0.0
38  0.0      4.5  2.0
39  2.0  4.5  2.0
40  2.0  4.5  0.0
41    0.0      5.0  0.0
42  0.0      5.0  2.0
43  2.0  5.0  2.0
44  2.0  5.0  0.0
45    0.0      5.5  0.0
46  0.0      5.5  2.0
47  2.0  5.5  2.0
48  2.0  5.5  0.0
49    0.0      6.0  0.0
50  0.0      6.0  2.0
51  2.0  6.0  2.0
52  2.0  6.0  0.0
53    0.0      6.5  0.0
54  0.0      6.5  2.0
55  2.0  6.5  2.0
56  2.0  6.5  0.0
57    0.0      7.0  0.0
58  0.0      7.0  2.0
59  2.0  7.0  2.0
60  2.0  7.0  0.0
61    0.0      7.5  0.0
62  0.0      7.5  2.0
63  2.0  7.5  2.0
64  2.0  7.5  0.0
65    0.0      8.0  0.0
66  0.0      8.0  2.0
67  2.0  8.0  2.0
68  2.0  8.0  0.0
69    0.0      8.5  0.0
70  0.0      8.5  2.0
71  2.0  8.5  2.0
72  2.0  8.5  0.0
73    0.0      9.0  0.0
74  0.0      9.0  2.0
75  2.0  9.0  2.0
76  2.0  9.0  0.0
77    0.0      9.5  0.0
78  0.0      9.5  2.0
79  2.0  9.5  2.0
80  2.0  9.5  0.0
81    0.0      10.0  0.0
82  0.0      10.0  2.0
83  2.0  10.0  2.0
84  2.0  10.0  0.0
85    0.0      10.5  0.0
86  0.0      10.5  2.0
87  2.0  10.5  2.0
88  2.0  10.5  0.0
89    0.0      11.0  0.0
90  0.0      11.0  2.0
91  2.0  11.0  2.0
92  2.0  11.0  0.0
93    0.0      11.5  0.0
94  0.0      11.5  2.0
95  2.0  11.5  2.0
96  2.0  11.5  0.0
97    0.0      12.0  0.0
98  0.0      12.0  2.0
99  2.0  12.0  2.0
100  2.0  12.0  0.0
101    0.0      12.5  0.0
102  0.0      12.5  2.0
103  2.0  12.5  2.0
104  2.0  12.5  0.0
105    0.0      13.0  0.0
106  0.0      13.0  2.0
107  2.0  13.0  2.0
108  2.0  13.0  0.0
109    0.0      13.5  0.0
110  0.0      13.5  2.0
111  2.0  13.5  2.0
112  2.0  13.5  0.0
113    0.0      14.0  0.0
114  0.0      14.0  2.0
115  2.0  14.0  2.0
116  2.0  14.0  0.0
117    0.0      14.5  0.0
118  0.0      14.5  2.0
119  2.0  14.5  2.0
120  2.0  14.5  0.0
121    0.0      15.0  0.0
122  0.0      15.0  2.0
123  2.0  15.0  2.0
124  2.0  15.0  0.0
125    0.0      15.5  0.0
126  0.0      15.5  2.0
127  2.0  15.5  2.0
128  2.0  15.5  0.0
129    0.0      16.0  0.0
130  0.0      16.0  2.0
131  2.0  16.0  2.0
132  2.0  16.0  0.0
133    0.0      16.5  0.0
134  0.0      16.5  2.0
135  2.0  16.5  2.0
136  2.0  16.5  0.0
137    0.0      17.0  0.0
138  0.0      17.0  2.0
139  2.0  17.0  2.0
140  2.0  17.0  0.0
141    0.0      17.5  0.0
142  0.0      17.5  2.0
143  2.0  17.5  2.0
144  2.0  17.5  0.0
145    0.0      18.0  0.0
146  0.0      18.0  2.0
147  2.0  18.0  2.0
148  2.0  18.0  0.0
149    0.0      18.5  0.0
150  0.0      18.5  2.0
151  2.0  18.5  2.0
152  2.0  18.5  0.0
153    0.0      19.0  0.0
154  0.0      19.0  2.0
155  2.0  19.0  2.0
156  2.0  19.0  0.0
157    0.0      19.5  0.0
158  0.0      19.5  2.0
159  2.0  19.5  2.0
160  2.0  19.5  0.0
161    0.0      20.0  0.0
162  0.0      20.0  2.0
163  2.0  20.0  2.0
164  2.0  20.0  0.0
165    0.0      20.5  0.0
166  0.0      20.5  2.0
167  2.0  20.5  2.0
168  2.0  20.5  0.0
169    0.0      21.0  0.0
170  0.0      21.0  2.0
171  2.0  21.0  2.0
172  2.0  21.0  0.0
173    0.0      21.5  0.0
174  0.0      21.5  2.0
175  2.0  21.5  2.0
176  2.0  21.5  0.0
177    0.0      22.0  0.0
178  0.0      22.0  2.0
179  2.0  22.0  2.0
180  2.0  22.0  0.0
181    0.0      22.5  0.0
182  0.0      22.5  2.0
183  2.0  22.5  2.0
184  2.0  22.5  0.0
185    0.0      23.0  0.0
186  0.0      23.0  2.0
187  2.0  23.0  2.0
188  2.0  23.0  0.0
189    0.0      23.5  0.0
190  0.0      23.5  2.0
191  2.0  23.5  2.0
192  2.0  23.5  0.0
193    0.0      24.0  0.0
194  0.0      24.0  2.0
195  2.0  24.0  2.0
196  2.0  24.0  0.0
197    0.0      24.5  0.0
198  0.0      24.5  2.0
199  2.0  24.5  2.0
200  2.0  24.5  0.0
201    0.0      25.0  0.0
202  0.0      25.0  2.0
203  2.0  25.0  2.0
204  2.0  25.0  0.0
205    0.0      25.5  0.0
206  0.0      25.5  2.0
207  2.0  25.5  2.0
208  2.0  25.5  0.0
209    0.0      26.0  0.0
210  0.0      26.0  2.0
211  2.0  26.0  2.0
212  2.0  26.0  0.0
213    0.0      26.5  0.0
214  0.0      26.5  2.0
215  2.0  26.5  2.0
216  2.0  26.5  0.0
217    0.0      27.0  0.0
218  0.0      27.0  2.0
219  2.0  27.0  2.0
220  2.0  27.0  0.0
221    0.0      27.5  0.0
222  0.0      27.5  2.0
223  2.0  27.5  2.0
224  2.0  27.5  0.0
225    0.0      28.0  0.0
226  0.0      28.0  2.0
227  2.0  28.0  2.0
228  2.0  28.0  0.0
229    0.0      28.5  0.0
230  0.0      28.5  2.0
231  2.0  28.5  2.0
232  2.0  28.5  0.0
233    0.0      29.0  0.0
234  0.0      29.0  2.0
235  2.0  29.0  2.0
236  2.0  29.0  0.0
237    0.0      29.5  0.0
238  0.0      29.5  2.0
239  2.0  29.5  2.0
240  2.0  29.5  0.0
241    0.0      30.0  0.0
242  0.0      30.0  2.0
243  2.0  30.0  2.0
244  2.0  30.0  0.0
