       1      -5.250      0.000
       2      -5.250      0.500
       3      -4.750      0.000
       4      -4.750      0.500
       5      -4.250      0.000
       6      -5.250      1.000
       7      -4.750      1.000
       8      -4.250      0.500
       9      -4.250      1.000
      10      -5.250      1.500
      11      -3.750      0.000
      12      -4.750      1.500
      13      -3.750      0.500
      14      -3.750      1.000
      15      -4.250      1.500
      16      -3.250      0.000
      17      -5.250      2.000
      18      -4.750      2.000
      19      -3.250      0.500
      20      -3.750      1.500
      21      -3.250      1.000
      22      -4.250      2.000
      23      -5.250      2.500
      24      -2.750      0.000
      25      -3.250      1.500
      26      -3.750      2.000
      27      -4.750      2.500
      28      -2.750      0.500
      29      -4.250      2.500
      30      -2.750      1.000
      31      -3.250      2.000
      32      -3.750      2.500
      33      -2.750      1.500
      34      -5.250      3.000
      35      -2.250      0.000
      36      -4.750      3.000
      37      -2.250      0.500
      38      -4.250      3.000
      39      -2.250      1.000
      40      -3.250      2.500
      41      -2.750      2.000
      42      -3.750      3.000
      43      -2.250      1.500
      44      -5.250      3.500
      45      -1.750      0.000
      46      -2.750      2.500
      47      -4.750      3.500
      48      -1.750      0.500
      49      -2.250      2.000
      50      -3.250      3.000
      51      -1.750      1.000
      52      -4.250      3.500
      53      -3.750      3.500
      54      -1.750      1.500
      55      -2.250      2.500
      56      -2.750      3.000
      57      -5.250      4.000
      58      -1.250      0.000
      59      -1.250      0.500
      60      -4.750      4.000
      61      -1.750      2.000
      62      -3.250      3.500
      63      -4.250      4.000
      64      -1.250      1.000
      65      -2.250      3.000
      66      -3.750      4.000
      67      -1.250      1.500
      68      -1.750      2.500
      69      -2.750      3.500
      70      -1.250      2.000
      71      -3.250      4.000
      72      -0.750      0.000
      73      -5.250      4.500
      74      -4.750      4.500
      75      -0.750      0.500
      76      -4.250      4.500
      77      -1.750      3.000
      78      -2.250      3.500
      79      -0.750      1.000
      80      -1.250      2.500
      81      -2.750      4.000
      82      -3.750      4.500
      83      -0.750      1.500
      84      -0.750      2.000
      85      -3.250      4.500
      86      -1.750      3.500
      87      -5.250      5.000
      88      -0.250      0.000
      89      -1.250      3.000
      90      -2.250      4.000
      91      -4.750      5.000
      92      -0.250      0.500
      93      -0.250      1.000
      94      -4.250      5.000
      95      -0.750      2.500
      96      -2.750      4.500
      97      -3.750      5.000
      98      -0.250      1.500
      99       0.000      0.250
     100       0.000     -0.250
     101       0.000      0.750
     102      -1.750      4.000
     103      -1.250      3.500
     104      -3.250      5.000
     105      -0.250      2.000
     106       0.000      1.250
     107      -0.750      3.000
     108      -2.250      4.500
     109       0.250      0.000
     110      -5.250      5.500
     111      -4.750      5.500
     112       0.250      0.500
     113       0.000      1.750
     114      -2.750      5.000
     115      -0.250      2.500
     116       0.250      1.000
     117      -4.250      5.500
     118      -1.250      4.000
     119       0.250      1.500
     120      -3.750      5.500
     121      -1.750      4.500
     122      -0.750      3.500
     123       0.000      2.250
     124      -2.250      5.000
     125      -0.250      3.000
     126       0.250      2.000
     127      -3.250      5.500
     128       0.000      2.750
     129      -5.250      6.000
     130       0.750      0.000
     131       0.750      0.500
     132      -1.250      4.500
     133      -4.750      6.000
     134      -0.750      4.000
     135       0.250      2.500
     136      -2.750      5.500
     137      -4.250      6.000
     138       0.750      1.000
     139      -0.250      3.500
     140      -1.750      5.000
     141       0.000      3.250
     142      -3.750      6.000
     143       0.750      1.500
     144       0.250      3.000
     145      -2.250      5.500
     146       0.750      2.000
     147      -3.250      6.000
     148      -0.750      4.500
     149      -1.250      5.000
     150      -0.250      4.000
     151       0.000      3.750
     152       1.250      0.000
     153       0.750      2.500
     154      -5.250      6.500
     155      -2.750      6.000
     156      -4.750      6.500
     157       1.250      0.500
     158       0.250      3.500
     159      -1.750      5.500
     160      -4.250      6.500
     161       1.250      1.000
     162       1.250      1.500
     163      -3.750      6.500
     164       0.750      3.000
     165      -2.250      6.000
     166      -0.250      4.500
     167      -0.750      5.000
     168       0.000      4.250
     169      -3.250      6.500
     170       1.250      2.000
     171       0.250      4.000
     172      -1.250      5.500
     173       0.750      3.500
     174      -1.750      6.000
     175      -2.750      6.500
     176       1.250      2.500
     177      -5.250      7.000
     178       1.750      0.000
     179      -4.750      7.000
     180       1.750      0.500
     181       1.750      1.000
     182      -0.250      5.000
     183      -4.250      7.000
     184       0.000      4.750
     185       0.250      4.500
     186      -0.750      5.500
     187       1.750      1.500
     188      -2.250      6.500
     189       1.250      3.000
     190      -3.750      7.000
     191       0.750      4.000
     192      -1.250      6.000
     193       1.750      2.000
     194      -3.250      7.000
     195      -1.750      6.500
     196       1.250      3.500
     197       0.000      5.250
     198       1.750      2.500
     199      -0.250      5.500
     200       0.250      5.000
     201      -2.750      7.000
     202      -0.750      6.000
     203       0.750      4.500
     204      -5.250      7.500
     205       2.250      0.000
     206      -4.750      7.500
     207       2.250      0.500
     208      -4.250      7.500
     209       2.250      1.000
     210       1.750      3.000
     211      -2.250      7.000
     212       1.250      4.000
     213      -1.250      6.500
     214       2.250      1.500
     215      -3.750      7.500
     216      -3.250      7.500
     217       2.250      2.000
     219       0.000      5.750
     220       0.750      5.000
     221      -0.250      6.000
     222      -1.750      7.000
     223       1.750      3.500
     224      -0.750      6.500
     225       1.250      4.500
     226      -2.750      7.500
     227       2.250      2.500
     228      -5.250      8.000
     229       2.750      0.000
     230      -4.750      8.000
     231       2.750      0.500
     232      -4.250      8.000
     233       2.750      1.000
     234       1.750      4.000
     235      -1.250      7.000
     236      -2.250      7.500
     237       2.250      3.000
     238      -3.750      8.000
     240       2.750      1.500
     242       0.000      6.250
     243       1.250      5.000
     244      -0.250      6.500
     245       2.750      2.000
     246      -3.250      8.000
     247      -1.750      7.500
     248       2.250      3.500
     249      -0.750      7.000
     250       1.750      4.500
     251      -2.750      8.000
     252       2.750      2.500
     254       2.250      4.000
     255      -5.250      8.500
     256       3.250      0.000
     257      -1.250      7.500
     258      -4.750      8.500
     261       3.250      0.500
     262      -2.250      8.000
     263       2.750      3.000
     265      -4.250      8.500
     264       0.000      6.750
     266       3.250      1.000
     267      -0.250      7.000
     268       1.750      5.000
     269      -3.750      8.500
     270       3.250      1.500
     271      -3.250      8.500
     272      -1.750      8.000
     273       3.250      2.000
     274       2.750      3.500
     275       2.250      4.500
     276      -0.750      7.500
     279      -2.750      8.500
     280       3.250      2.500
     283      -1.250      8.000
     284       2.750      4.000
     285       0.000      7.250
     286       3.750      0.000
     287      -5.250      9.000
     288      -4.750      9.000
     289      -2.250      8.500
     290       2.250      5.000
     291      -0.250      7.500
     292       3.250      3.000
     293       3.750      0.500
     294      -4.250      9.000
     295       3.750      1.000
     296      -3.750      9.000
     297       3.750      1.500
     298      -0.750      8.000
     299       2.750      4.500
     300      -1.750      8.500
     301       3.250      3.500
     303       3.750      2.000
     305      -3.250      9.000
     309       3.750      2.500
     310      -2.750      9.000
     311       0.000      7.750
     312       3.250      4.000
     313      -1.250      8.500
     314       2.750      5.000
     315      -0.250      8.000
     316       3.750      3.000
     317      -2.250      9.000
     318      -5.250      9.500
     319       4.250      0.000
     320      -4.750      9.500
     321       4.250      0.500
     323      -4.250      9.500
     324       4.250      1.000
     328      -0.750      8.500
     329       3.250      4.500
     330       4.250      1.500
     331      -3.750      9.500
     332      -1.750      9.000
     333       3.750      3.500
     334       4.250      2.000
     337      -3.250      9.500
     338       0.000      8.250
     339       4.250      2.500
     340      -2.750      9.500
     341       3.750      4.000
     342      -1.250      9.000
     343       3.250      5.000
     344      -0.250      8.500
     348       4.250      3.000
     349      -2.250      9.500
     351      -5.250     10.000
     352       4.750      0.000
     354      -4.750     10.000
     355       4.750      0.500
     356       4.750      1.000
     357      -4.250     10.000
     358       3.750      4.500
     359      -0.750      9.000
     360      -3.750     10.000
     361       4.750      1.500
     362       4.250      3.500
     365      -1.750      9.500
     366      -3.250     10.000
     367       4.750      2.000
     368       0.000      8.750
     371       3.750      5.000
     372      -0.250      9.000
     373       4.750      2.500
     375      -1.250      9.500
     376      -2.750     10.000
