     377       4.250      4.000
     381       4.750      3.000
     382      -2.250     10.000
     383       5.250      0.000
     384       4.250      4.500
     385       5.250      0.500
     386      -0.750      9.500
     388       5.250      1.000
     390       4.750      3.500
     391      -1.750     10.000
     393       5.250      1.500
     396       0.000      9.250
     397       5.250      2.000
     400      -0.250      9.500
     401       4.250      5.000
     402      -1.250     10.000
     403       4.750      4.000
     404       5.250      2.500
     407       5.250      3.000
     409       4.750      4.500
     410      -0.750     10.000
     416       5.250      3.500
     417       0.000      9.750
     420       4.750      5.000
     421      -0.250     10.000
     423       5.250      4.000
     432       5.250      4.500
     435       0.000     10.250
     436       5.250      5.000
