      99       0.000      0.250
     100       0.000     -0.250
     101       0.000      0.750
     106       0.000      1.250
     113       0.000      1.750
     123       0.000      2.250
     128       0.000      2.750
     141       0.000      3.250
     151       0.000      3.750
     168       0.000      4.250
     184       0.000      4.750
     197       0.000      5.250
     219       0.000      5.750
     242       0.000      6.250
     264       0.000      6.750
     285       0.000      7.250
     311       0.000      7.750
     338       0.000      8.250
     368       0.000      8.750
     396       0.000      9.250
     417       0.000      9.750
     435       0.000     10.250
